STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 9,High,Dec-20-2014,51,2014-15
Idaho,http://flu.idaho.gov,"Influenza",Level 9,High,Dec-20-2014,51,2014-15
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 10,High,Dec-20-2014,51,2014-15
Indiana,https://www.in.gov/health/idepd/influenza/influenza-dashboard/,"Influenza in Indiana",Level 10,High,Dec-20-2014,51,2014-15
Iowa,https://idph.iowa.gov/influenza/reports,"Iowa Influenza Surveillance Network",Level 3,Minimal,Dec-20-2014,51,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 10,High,Dec-20-2014,51,2014-15
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,"Influenza - Flu",Level 9,High,Dec-20-2014,51,2014-15
Louisiana,https://ldh.la.gov/page/respiratory-home,"Influenza",Level 10,High,Dec-20-2014,51,2014-15
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Dec-20-2014,51,2014-15
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 7,Moderate,Dec-20-2014,51,2014-15
Massachusetts,https://www.mass.gov/info-details/influenza-reporting,"Influenza Surveillance Data",Level 3,Minimal,Dec-20-2014,51,2014-15
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance",Level 4,Low,Dec-20-2014,51,2014-15
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 10,High,Dec-20-2014,51,2014-15
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 10,High,Dec-20-2014,51,2014-15
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Dec-20-2014,51,2014-15
Montana,https://dphhs.mt.gov/publichealth/cdepi/diseases/Pan-Respiratory/InfluenzaDashboard,"Influenza: What You Need to Know",Level 1,Minimal,Dec-20-2014,51,2014-15
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 5,Low,Dec-20-2014,51,2014-15
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Dec-20-2014,51,2014-15
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Dec-20-2014,51,2014-15
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 5,Low,Dec-20-2014,51,2014-15
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 6,Moderate,Dec-20-2014,51,2014-15
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,Dec-20-2014,51,2014-15
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 10,High,Dec-20-2014,51,2014-15
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 5,Low,Dec-20-2014,51,2014-15
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 7,Moderate,Dec-20-2014,51,2014-15
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information",Level 7,Moderate,Dec-20-2014,51,2014-15
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 1,Minimal,Dec-20-2014,51,2014-15
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 9,High,Dec-20-2014,51,2014-15
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 1,Minimal,Dec-20-2014,51,2014-15
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 10,High,Dec-20-2014,51,2014-15
South Dakota,https://doh.sd.gov/health-data-reports/data-dashboards/influenza-dashboard/,"Influenza Information",Level 3,Minimal,Dec-20-2014,51,2014-15
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 10,High,Dec-20-2014,51,2014-15
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 10,High,Dec-20-2014,51,2014-15
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 9,High,Dec-20-2014,51,2014-15
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 1,Minimal,Dec-20-2014,51,2014-15
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 10,High,Dec-20-2014,51,2014-15
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 5,Low,Dec-20-2014,51,2014-15
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,"Current Influenza Surveillance",Level 9,High,Dec-20-2014,51,2014-15
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 10,High,Dec-20-2014,51,2014-15
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,"Influenza",Level 5,Low,Dec-20-2014,51,2014-15
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 4,Low,Dec-20-2014,51,2014-15
Puerto Rico,https://www.salud.gov.pr/CMS/92,"Puerto Rico Departamento de Salud",Level 10,High,Dec-20-2014,51,2014-15
Virgin Islands,https://doh.vi.gov/resources/influenza-flu,"Influenza",Level 0,Insufficient Data,Dec-20-2014,51,2014-15
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Dec-27-2014,52,2014-15
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 3,Minimal,Dec-27-2014,52,2014-15
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 4,Low,Dec-27-2014,52,2014-15
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,"Communicable Disease and Immunizations",Level 10,High,Dec-27-2014,52,2014-15
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,"Influenza (Flu)",Level 7,Moderate,Dec-27-2014,52,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,"Influenza Surveillance",Level 10,High,Dec-27-2014,52,2014-15
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,"Flu Statistics",Level 1,Minimal,Dec-27-2014,52,2014-15
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 2,Minimal,Dec-27-2014,52,2014-15
District of Columbia,https://dchealth.dc.gov/node/114982,"Influenza Information",Level 0,Insufficient Data,Dec-27-2014,52,2014-15
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 9,High,Dec-27-2014,52,2014-15
Georgia,https://dph.georgia.gov/epidemiology/influenza/georgia-influenza-activity,"Weekly Influenza Surveillance in Georgia",Level 10,High,Dec-27-2014,52,2014-15
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 10,High,Dec-27-2014,52,2014-15
Idaho,http://flu.idaho.gov,"Influenza",Level 10,High,Dec-27-2014,52,2014-15
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 10,High,Dec-27-2014,52,2014-15
Indiana,https://www.in.gov/health/idepd/influenza/influenza-dashboard/,"Influenza in Indiana",Level 10,High,Dec-27-2014,52,2014-15
Iowa,https://idph.iowa.gov/influenza/reports,"Iowa Influenza Surveillance Network",Level 3,Minimal,Dec-27-2014,52,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 10,High,Dec-27-2014,52,2014-15
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,"Influenza - Flu",Level 10,High,Dec-27-2014,52,2014-15
Louisiana,https://ldh.la.gov/page/respiratory-home,"Influenza",Level 10,High,Dec-27-2014,52,2014-15
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 3,Minimal,Dec-27-2014,52,2014-15
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 10,High,Dec-27-2014,52,2014-15
Massachusetts,https://www.mass.gov/info-details/influenza-reporting,"Influenza Surveillance Data",Level 5,Low,Dec-27-2014,52,2014-15
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance",Level 9,High,Dec-27-2014,52,2014-15
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 10,High,Dec-27-2014,52,2014-15
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 10,High,Dec-27-2014,52,2014-15
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Dec-27-2014,52,2014-15
Montana,https://dphhs.mt.gov/publichealth/cdepi/diseases/Pan-Respiratory/InfluenzaDashboard,"Influenza: What You Need to Know",Level 2,Minimal,Dec-27-2014,52,2014-15
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 8,High,Dec-27-2014,52,2014-15
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 8,High,Dec-27-2014,52,2014-15
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Dec-27-2014,52,2014-15
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 8,High,Dec-27-2014,52,2014-15
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 10,High,Dec-27-2014,52,2014-15
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 10,High,Dec-27-2014,52,2014-15
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 10,High,Dec-27-2014,52,2014-15
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 6,Moderate,Dec-27-2014,52,2014-15
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 10,High,Dec-27-2014,52,2014-15
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information",Level 6,Moderate,Dec-27-2014,52,2014-15
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 1,Minimal,Dec-27-2014,52,2014-15
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 10,High,Dec-27-2014,52,2014-15
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 2,Minimal,Dec-27-2014,52,2014-15
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 10,High,Dec-27-2014,52,2014-15
South Dakota,https://doh.sd.gov/health-data-reports/data-dashboards/influenza-dashboard/,"Influenza Information",Level 6,Moderate,Dec-27-2014,52,2014-15
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 10,High,Dec-27-2014,52,2014-15
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 10,High,Dec-27-2014,52,2014-15
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 10,High,Dec-27-2014,52,2014-15
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 2,Minimal,Dec-27-2014,52,2014-15
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 10,High,Dec-27-2014,52,2014-15
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 6,Moderate,Dec-27-2014,52,2014-15
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,"Current Influenza Surveillance",Level 10,High,Dec-27-2014,52,2014-15
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 10,High,Dec-27-2014,52,2014-15
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,"Influenza",Level 6,Moderate,Dec-27-2014,52,2014-15
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 7,Moderate,Dec-27-2014,52,2014-15
Puerto Rico,https://www.salud.gov.pr/CMS/92,"Puerto Rico Departamento de Salud",Level 10,High,Dec-27-2014,52,2014-15
Virgin Islands,https://doh.vi.gov/resources/influenza-flu,"Influenza",Level 0,Insufficient Data,Dec-27-2014,52,2014-15
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Jan-03-2015,53,2014-15
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 3,Minimal,Jan-03-2015,53,2014-15
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Jan-03-2015,53,2014-15
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,"Communicable Disease and Immunizations",Level 9,High,Jan-03-2015,53,2014-15
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,"Influenza (Flu)",Level 8,High,Jan-03-2015,53,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,"Influenza Surveillance",Level 10,High,Jan-03-2015,53,2014-15
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,"Flu Statistics",Level 1,Minimal,Jan-03-2015,53,2014-15
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 4,Low,Jan-03-2015,53,2014-15
District of Columbia,https://dchealth.dc.gov/node/114982,"Influenza Information",Level 0,Insufficient Data,Jan-03-2015,53,2014-15
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 6,Moderate,Jan-03-2015,53,2014-15
Georgia,https://dph.georgia.gov/epidemiology/influenza/georgia-influenza-activity,"Weekly Influenza Surveillance in Georgia",Level 4,Low,Jan-03-2015,53,2014-15
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 10,High,Jan-03-2015,53,2014-15
Idaho,http://flu.idaho.gov,"Influenza",Level 10,High,Jan-03-2015,53,2014-15
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 8,High,Jan-03-2015,53,2014-15
Indiana,https://www.in.gov/health/idepd/influenza/influenza-dashboard/,"Influenza in Indiana",Level 10,High,Jan-03-2015,53,2014-15
Iowa,https://idph.iowa.gov/influenza/reports,"Iowa Influenza Surveillance Network",Level 3,Minimal,Jan-03-2015,53,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 10,High,Jan-03-2015,53,2014-15
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,"Influenza - Flu",Level 10,High,Jan-03-2015,53,2014-15
Louisiana,https://ldh.la.gov/page/respiratory-home,"Influenza",Level 10,High,Jan-03-2015,53,2014-15
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 2,Minimal,Jan-03-2015,53,2014-15
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 10,High,Jan-03-2015,53,2014-15
Massachusetts,https://www.mass.gov/info-details/influenza-reporting,"Influenza Surveillance Data",Level 5,Low,Jan-03-2015,53,2014-15
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance",Level 7,Moderate,Jan-03-2015,53,2014-15
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 10,High,Jan-03-2015,53,2014-15
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 10,High,Jan-03-2015,53,2014-15
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Jan-03-2015,53,2014-15
Montana,https://dphhs.mt.gov/publichealth/cdepi/diseases/Pan-Respiratory/InfluenzaDashboard,"Influenza: What You Need to Know",Level 1,Minimal,Jan-03-2015,53,2014-15
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 7,Moderate,Jan-03-2015,53,2014-15
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 10,High,Jan-03-2015,53,2014-15
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Jan-03-2015,53,2014-15
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 7,Moderate,Jan-03-2015,53,2014-15
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 10,High,Jan-03-2015,53,2014-15
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 8,High,Jan-03-2015,53,2014-15
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 10,High,Jan-03-2015,53,2014-15
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 6,Moderate,Jan-03-2015,53,2014-15
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 10,High,Jan-03-2015,53,2014-15
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information",Level 9,High,Jan-03-2015,53,2014-15
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 1,Minimal,Jan-03-2015,53,2014-15
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 10,High,Jan-03-2015,53,2014-15
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 2,Minimal,Jan-03-2015,53,2014-15
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 10,High,Jan-03-2015,53,2014-15
South Dakota,https://doh.sd.gov/health-data-reports/data-dashboards/influenza-dashboard/,"Influenza Information",Level 5,Low,Jan-03-2015,53,2014-15
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 10,High,Jan-03-2015,53,2014-15
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 10,High,Jan-03-2015,53,2014-15
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 10,High,Jan-03-2015,53,2014-15
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 7,Moderate,Jan-03-2015,53,2014-15
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 10,High,Jan-03-2015,53,2014-15
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 5,Low,Jan-03-2015,53,2014-15
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,"Current Influenza Surveillance",Level 10,High,Jan-03-2015,53,2014-15
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 9,High,Jan-03-2015,53,2014-15
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,"Influenza",Level 7,Moderate,Jan-03-2015,53,2014-15
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 7,Moderate,Jan-03-2015,53,2014-15
Puerto Rico,https://www.salud.gov.pr/CMS/92,"Puerto Rico Departamento de Salud",Level 10,High,Jan-03-2015,53,2014-15
Virgin Islands,https://doh.vi.gov/resources/influenza-flu,"Influenza",Level 0,Insufficient Data,Jan-03-2015,53,2014-15
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 9,High,Jan-10-2015,1,2014-15
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Jan-10-2015,1,2014-15
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Jan-10-2015,1,2014-15
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,"Communicable Disease and Immunizations",Level 10,High,Jan-10-2015,1,2014-15
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,"Influenza (Flu)",Level 6,Moderate,Jan-10-2015,1,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,"Influenza Surveillance",Level 10,High,Jan-10-2015,1,2014-15
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,"Flu Statistics",Level 2,Minimal,Jan-10-2015,1,2014-15
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 3,Minimal,Jan-10-2015,1,2014-15
District of Columbia,https://dchealth.dc.gov/node/114982,"Influenza Information",Level 0,Insufficient Data,Jan-10-2015,1,2014-15
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 3,Minimal,Jan-10-2015,1,2014-15
Georgia,https://dph.georgia.gov/epidemiology/influenza/georgia-influenza-activity,"Weekly Influenza Surveillance in Georgia",Level 7,Moderate,Jan-10-2015,1,2014-15
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 10,High,Jan-10-2015,1,2014-15
Idaho,http://flu.idaho.gov,"Influenza",Level 10,High,Jan-10-2015,1,2014-15
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 4,Low,Jan-10-2015,1,2014-15
Indiana,https://www.in.gov/health/idepd/influenza/influenza-dashboard/,"Influenza in Indiana",Level 6,Moderate,Jan-10-2015,1,2014-15
Iowa,https://idph.iowa.gov/influenza/reports,"Iowa Influenza Surveillance Network",Level 8,High,Jan-10-2015,1,2014-15
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 10,High,Jan-10-2015,1,2014-15
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,"Influenza - Flu",Level 7,Moderate,Jan-10-2015,1,2014-15
Louisiana,https://ldh.la.gov/page/respiratory-home,"Influenza",Level 10,High,Jan-10-2015,1,2014-15
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 3,Minimal,Jan-10-2015,1,2014-15
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 5,Low,Jan-10-2015,1,2014-15
Massachusetts,https://www.mass.gov/info-details/influenza-reporting,"Influenza Surveillance Data",Level 4,Low,Jan-10-2015,1,2014-15
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance",Level 2,Minimal,Jan-10-2015,1,2014-15
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 8,High,Jan-10-2015,1,2014-15
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 10,High,Jan-10-2015,1,2014-15
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Jan-10-2015,1,2014-15
Montana,https://dphhs.mt.gov/publichealth/cdepi/diseases/Pan-Respiratory/InfluenzaDashboard,"Influenza: What You Need to Know",Level 3,Minimal,Jan-10-2015,1,2014-15
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 6,Moderate,Jan-10-2015,1,2014-15
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 10,High,Jan-10-2015,1,2014-15
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Jan-10-2015,1,2014-15
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 6,Moderate,Jan-10-2015,1,2014-15
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 7,Moderate,Jan-10-2015,1,2014-15
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,Jan-10-2015,1,2014-15
